,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4
1456,2023-03-31 10:57:42.971441,"(-440.0, 238.0, -3.0)","(-486.0, 926.0, 1298.0)","(-363.0, -98.0, 59.0)","(-503.0, -236.0, -105.0)"
1457,2023-03-31 10:57:42.988540,"(-448.0, 212.0, -43.0)","(-470.0, 926.0, 1245.0)","(-360.0, -82.0, 58.0)","(-428.0, -224.0, -89.0)"
1458,2023-03-31 10:57:43.006396,"(-423.0, 150.0, 3.0)","(-481.0, 925.0, 1211.0)","(-353.0, -51.0, 78.0)","(-508.0, -156.0, -109.0)"
1459,2023-03-31 10:57:43.024276,"(-467.0, 129.0, 5.0)","(-473.0, 1017.0, 1251.0)","(-378.0, -64.0, 70.0)","(-466.0, -148.0, -36.0)"
1460,2023-03-31 10:57:43.042275,"(-474.0, 156.0, -11.0)","(-455.0, 975.0, 1224.0)","(-426.0, -20.0, 64.0)","(-504.0, -145.0, -37.0)"
1461,2023-03-31 10:57:43.060936,"(-433.0, 127.0, -63.0)","(-474.0, 933.0, 1279.0)","(-393.0, 31.0, 42.0)","(-437.0, -127.0, -12.0)"
1462,2023-03-31 10:57:43.080667,"(-413.0, 84.0, -71.0)","(-484.0, 962.0, 1184.0)","(-401.0, 53.0, 63.0)","(-464.0, -89.0, -60.0)"
1463,2023-03-31 10:57:43.100351,"(-414.0, 86.0, -75.0)","(-433.0, 985.0, 1186.0)","(-349.0, 111.0, 56.0)","(-403.0, -61.0, -29.0)"
1464,2023-03-31 10:57:43.100480,"(-407.0, 22.0, -75.0)","(-459.0, 960.0, 1101.0)","(-335.0, 77.0, 61.0)","(-429.0, -33.0, -3.0)"
1465,2023-03-31 10:57:43.120981,"(-409.0, 30.0, -85.0)","(-398.0, 953.0, 1157.0)","(-295.0, 101.0, 47.0)","(-403.0, 21.0, 22.0)"
1466,2023-03-31 10:57:43.140544,"(-347.0, 23.0, -117.0)","(-355.0, 1009.0, 1192.0)","(-247.0, 185.0, 57.0)","(-324.0, 31.0, 56.0)"
1467,2023-03-31 10:57:43.156155,"(-348.0, 25.0, -131.0)","(-343.0, 977.0, 1226.0)","(-211.0, 185.0, 51.0)","(-292.0, 54.0, 9.0)"
1468,2023-03-31 10:57:43.171862,"(-255.0, 7.0, -143.0)","(-316.0, 970.0, 1260.0)","(-189.0, 221.0, 74.0)","(-236.0, 44.0, 46.0)"
1469,2023-03-31 10:57:43.187762,"(-201.0, 25.0, -115.0)","(-387.0, 953.0, 1169.0)","(-88.0, 179.0, 39.0)","(-164.0, 42.0, 50.0)"
1470,2023-03-31 10:57:43.207225,"(-127.0, 10.0, -153.0)","(-304.0, 918.0, 1068.0)","(-35.0, 200.0, -26.0)","(-137.0, 31.0, 41.0)"
1471,2023-03-31 10:57:43.226631,"(-151.0, -4.0, -128.0)","(-300.0, 969.0, 1059.0)","(-55.0, 159.0, 35.0)","(-99.0, 36.0, 51.0)"
1472,2023-03-31 10:57:43.226740,"(-60.0, 19.0, -101.0)","(-247.0, 922.0, 1088.0)","(-31.0, 125.0, 47.0)","(-57.0, -30.0, 34.0)"
1473,2023-03-31 10:57:43.245914,"(-88.0, 2.0, -135.0)","(-220.0, 980.0, 1177.0)","(-22.0, 123.0, 19.0)","(-58.0, -50.0, 29.0)"
1474,2023-03-31 10:57:43.265956,"(-73.0, 33.0, -122.0)","(-199.0, 909.0, 1239.0)","(33.0, 130.0, 14.0)","(-58.0, -10.0, 5.0)"
1475,2023-03-31 10:57:43.285673,"(-53.0, -3.0, -112.0)","(-210.0, 951.0, 1206.0)","(10.0, 123.0, 25.0)","(-17.0, -15.0, -33.0)"
1476,2023-03-31 10:57:43.305623,"(-12.0, 59.0, -107.0)","(-237.0, 899.0, 1302.0)","(35.0, 30.0, 45.0)","(17.0, -53.0, -20.0)"
1477,2023-03-31 10:57:43.305734,"(0.0, 68.0, -88.0)","(-229.0, 882.0, 1307.0)","(55.0, 7.0, 44.0)","(-32.0, -39.0, -76.0)"
1478,2023-03-31 10:57:43.325631,"(11.0, 109.0, -58.0)","(-208.0, 849.0, 1317.0)","(84.0, -11.0, 3.0)","(-2.0, -96.0, -48.0)"
1479,2023-03-31 10:57:43.345350,"(-2.0, 49.0, -17.0)","(-215.0, 813.0, 1282.0)","(88.0, 16.0, 4.0)","(-37.0, -123.0, -69.0)"
1480,2023-03-31 10:57:43.365453,"(-10.0, 77.0, -40.0)","(-230.0, 774.0, 1287.0)","(36.0, -28.0, 13.0)","(-31.0, -87.0, -55.0)"
1481,2023-03-31 10:57:43.385389,"(-14.0, 130.0, -27.0)","(-195.0, 787.0, 1227.0)","(70.0, -30.0, 12.0)","(-20.0, -98.0, -94.0)"
1482,2023-03-31 10:57:43.385504,"(-48.0, 152.0, -7.0)","(-180.0, 778.0, 1275.0)","(49.0, -119.0, 11.0)","(-23.0, -108.0, -160.0)"
1483,2023-03-31 10:57:43.405723,"(-5.0, 118.0, 44.0)","(-184.0, 783.0, 1305.0)","(36.0, -110.0, 6.0)","(-40.0, -142.0, -153.0)"
1484,2023-03-31 10:57:43.425945,"(-19.0, 137.0, 44.0)","(-229.0, 805.0, 1353.0)","(20.0, -155.0, 35.0)","(-47.0, -145.0, -153.0)"
1485,2023-03-31 10:57:43.446161,"(-1.0, 200.0, 43.0)","(-262.0, 748.0, 1327.0)","(1.0, -104.0, 2.0)","(-62.0, -169.0, -167.0)"
1486,2023-03-31 10:57:43.466395,"(-61.0, 147.0, 63.0)","(-216.0, 772.0, 1326.0)","(39.0, -197.0, 18.0)","(-38.0, -230.0, -200.0)"
1487,2023-03-31 10:57:43.466457,"(-73.0, 226.0, 47.0)","(-229.0, 743.0, 1340.0)","(-26.0, -194.0, 36.0)","(-66.0, -194.0, -136.0)"
1488,2023-03-31 10:57:43.483442,"(-70.0, 200.0, 53.0)","(-289.0, 763.0, 1308.0)","(-26.0, -207.0, 26.0)","(-78.0, -211.0, -224.0)"
1489,2023-03-31 10:57:43.503365,"(-40.0, 241.0, 21.0)","(-291.0, 792.0, 1336.0)","(3.0, -237.0, 7.0)","(-107.0, -229.0, -145.0)"
1490,2023-03-31 10:57:43.523202,"(-84.0, 245.0, 75.0)","(-250.0, 793.0, 1345.0)","(-34.0, -201.0, 22.0)","(-83.0, -303.0, -142.0)"
1491,2023-03-31 10:57:43.543568,"(-81.0, 288.0, 111.0)","(-247.0, 801.0, 1370.0)","(-68.0, -220.0, 74.0)","(-91.0, -309.0, -176.0)"
1492,2023-03-31 10:57:43.543689,"(-93.0, 271.0, 79.0)","(-282.0, 816.0, 1350.0)","(-53.0, -241.0, 55.0)","(-83.0, -310.0, -175.0)"
1493,2023-03-31 10:57:43.563199,"(-119.0, 306.0, 74.0)","(-267.0, 845.0, 1384.0)","(-30.0, -287.0, 85.0)","(-150.0, -354.0, -154.0)"
1494,2023-03-31 10:57:43.579877,"(-74.0, 266.0, 55.0)","(-292.0, 875.0, 1390.0)","(-25.0, -259.0, 94.0)","(-112.0, -305.0, -132.0)"
1495,2023-03-31 10:57:43.599867,"(-117.0, 317.0, 89.0)","(-261.0, 860.0, 1378.0)","(-87.0, -254.0, 74.0)","(-97.0, -365.0, -151.0)"
1496,2023-03-31 10:57:43.619841,"(-60.0, 331.0, 52.0)","(-248.0, 867.0, 1396.0)","(-42.0, -266.0, 115.0)","(-113.0, -402.0, -111.0)"
1497,2023-03-31 10:57:43.639977,"(-94.0, 331.0, 54.0)","(-191.0, 895.0, 1370.0)","(-7.0, -272.0, 143.0)","(-128.0, -375.0, -117.0)"
1498,2023-03-31 10:57:43.640101,"(-70.0, 346.0, 22.0)","(-223.0, 955.0, 1337.0)","(1.0, -245.0, 146.0)","(-21.0, -387.0, -130.0)"
1499,2023-03-31 10:57:43.659735,"(-107.0, 358.0, 34.0)","(-159.0, 953.0, 1401.0)","(-12.0, -206.0, 123.0)","(-26.0, -416.0, -53.0)"
1500,2023-03-31 10:57:43.679797,"(-47.0, 370.0, 4.0)","(-134.0, 927.0, 1358.0)","(-4.0, -259.0, 120.0)","(-53.0, -368.0, -103.0)"
1501,2023-03-31 10:57:43.699350,"(-84.0, 330.0, -5.0)","(-92.0, 983.0, 1368.0)","(47.0, -232.0, 182.0)","(-60.0, -393.0, -116.0)"
1502,2023-03-31 10:57:43.719304,"(-47.0, 363.0, -8.0)","(-99.0, 948.0, 1300.0)","(36.0, -167.0, 172.0)","(-112.0, -357.0, -66.0)"
1503,2023-03-31 10:57:43.719421,"(-33.0, 350.0, 17.0)","(-114.0, 974.0, 1317.0)","(28.0, -177.0, 128.0)","(-20.0, -316.0, -42.0)"
1504,2023-03-31 10:57:43.739354,"(0.0, 356.0, -29.0)","(-97.0, 935.0, 1291.0)","(62.0, -156.0, 154.0)","(-16.0, -338.0, -66.0)"
1505,2023-03-31 10:57:43.759039,"(-12.0, 351.0, -21.0)","(-26.0, 989.0, 1316.0)","(97.0, -176.0, 109.0)","(-23.0, -356.0, -73.0)"
1506,2023-03-31 10:57:43.776784,"(0.0, 308.0, -48.0)","(-4.0, 974.0, 1262.0)","(106.0, -209.0, 97.0)","(-46.0, -328.0, -84.0)"
1507,2023-03-31 10:57:43.792747,"(25.0, 267.0, -18.0)","(-60.0, 904.0, 1249.0)","(64.0, -149.0, 113.0)","(12.0, -303.0, -99.0)"
1508,2023-03-31 10:57:43.809991,"(12.0, 251.0, 2.0)","(20.0, 916.0, 1210.0)","(62.0, -158.0, 65.0)","(7.0, -310.0, -110.0)"
1509,2023-03-31 10:57:43.829405,"(32.0, 279.0, -23.0)","(22.0, 889.0, 1202.0)","(89.0, -129.0, 79.0)","(-6.0, -252.0, -82.0)"
1510,2023-03-31 10:57:43.829512,"(-11.0, 181.0, -9.0)","(28.0, 872.0, 1188.0)","(115.0, -159.0, 49.0)","(5.0, -219.0, -93.0)"
1511,2023-03-31 10:57:43.848835,"(31.0, 161.0, 15.0)","(42.0, 846.0, 1186.0)","(46.0, -123.0, 45.0)","(-12.0, -298.0, -108.0)"
1512,2023-03-31 10:57:43.868241,"(-19.0, 191.0, 18.0)","(-16.0, 798.0, 1148.0)","(32.0, -186.0, 79.0)","(-4.0, -187.0, -133.0)"
1513,2023-03-31 10:57:43.888057,"(-20.0, 214.0, 55.0)","(-41.0, 796.0, 1197.0)","(62.0, -167.0, 25.0)","(-24.0, -237.0, -121.0)"
1514,2023-03-31 10:57:43.907288,"(-20.0, 232.0, 37.0)","(-79.0, 817.0, 1172.0)","(12.0, -201.0, 55.0)","(-18.0, -196.0, -140.0)"
1515,2023-03-31 10:57:43.907391,"(-32.0, 232.0, 48.0)","(-52.0, 806.0, 1190.0)","(10.0, -196.0, 20.0)","(-103.0, -215.0, -165.0)"
1516,2023-03-31 10:57:43.926822,"(-29.0, 204.0, 70.0)","(-72.0, 805.0, 1169.0)","(-23.0, -228.0, 37.0)","(-83.0, -223.0, -154.0)"
1517,2023-03-31 10:57:43.946586,"(-89.0, 237.0, 66.0)","(-69.0, 757.0, 1154.0)","(-10.0, -236.0, 22.0)","(-95.0, -228.0, -210.0)"
1518,2023-03-31 10:57:43.966945,"(-51.0, 211.0, 53.0)","(-59.0, 730.0, 1174.0)","(-70.0, -261.0, 33.0)","(-118.0, -285.0, -183.0)"
1519,2023-03-31 10:57:43.982485,"(-64.0, 283.0, 23.0)","(-129.0, 755.0, 1126.0)","(-100.0, -243.0, -30.0)","(-135.0, -267.0, -194.0)"
1520,2023-03-31 10:57:44.001754,"(-155.0, 225.0, 91.0)","(-105.0, 742.0, 1199.0)","(-98.0, -253.0, 23.0)","(-126.0, -232.0, -184.0)"
1521,2023-03-31 10:57:44.021017,"(-123.0, 215.0, 99.0)","(-134.0, 752.0, 1201.0)","(-121.0, -284.0, 36.0)","(-173.0, -224.0, -197.0)"
1522,2023-03-31 10:57:44.021114,"(-193.0, 202.0, 99.0)","(-180.0, 723.0, 1208.0)","(-154.0, -293.0, 65.0)","(-195.0, -251.0, -201.0)"
1523,2023-03-31 10:57:44.040972,"(-148.0, 285.0, 110.0)","(-168.0, 807.0, 1216.0)","(-197.0, -269.0, 27.0)","(-234.0, -281.0, -233.0)"
1524,2023-03-31 10:57:44.060532,"(-194.0, 229.0, 73.0)","(-202.0, 795.0, 1248.0)","(-165.0, -272.0, 48.0)","(-220.0, -287.0, -192.0)"
1525,2023-03-31 10:57:44.080050,"(-190.0, 244.0, 112.0)","(-271.0, 739.0, 1259.0)","(-179.0, -293.0, 43.0)","(-245.0, -276.0, -180.0)"
1526,2023-03-31 10:57:44.099525,"(-260.0, 249.0, 94.0)","(-329.0, 758.0, 1277.0)","(-214.0, -218.0, 13.0)","(-283.0, -230.0, -195.0)"
1527,2023-03-31 10:57:44.099654,"(-264.0, 241.0, 99.0)","(-271.0, 766.0, 1263.0)","(-234.0, -229.0, 60.0)","(-353.0, -240.0, -188.0)"
1528,2023-03-31 10:57:44.119630,"(-255.0, 195.0, 63.0)","(-330.0, 792.0, 1257.0)","(-252.0, -252.0, 16.0)","(-366.0, -177.0, -209.0)"
1529,2023-03-31 10:57:44.138597,"(-307.0, 218.0, 107.0)","(-357.0, 748.0, 1238.0)","(-262.0, -237.0, 61.0)","(-350.0, -215.0, -162.0)"
1530,2023-03-31 10:57:44.158520,"(-358.0, 206.0, 98.0)","(-336.0, 779.0, 1230.0)","(-309.0, -194.0, 17.0)","(-399.0, -169.0, -153.0)"
1531,2023-03-31 10:57:44.178101,"(-345.0, 156.0, 76.0)","(-376.0, 770.0, 1223.0)","(-283.0, -163.0, 44.0)","(-361.0, -153.0, -173.0)"
1532,2023-03-31 10:57:44.178207,"(-333.0, 132.0, 61.0)","(-411.0, 733.0, 1236.0)","(-310.0, -151.0, -15.0)","(-390.0, -153.0, -162.0)"
1533,2023-03-31 10:57:44.197995,"(-341.0, 129.0, 63.0)","(-365.0, 786.0, 1180.0)","(-298.0, -94.0, -11.0)","(-371.0, -106.0, -187.0)"
1534,2023-03-31 10:57:44.217684,"(-343.0, 72.0, 60.0)","(-383.0, 775.0, 1185.0)","(-290.0, -118.0, 21.0)","(-393.0, -90.0, -145.0)"
1535,2023-03-31 10:57:44.237342,"(-336.0, 59.0, 39.0)","(-375.0, 786.0, 1127.0)","(-318.0, -42.0, -27.0)","(-393.0, -24.0, -97.0)"
1536,2023-03-31 10:57:44.257184,"(-348.0, -5.0, 7.0)","(-416.0, 795.0, 1072.0)","(-312.0, -48.0, -18.0)","(-372.0, 11.0, -106.0)"
1537,2023-03-31 10:57:44.257291,"(-314.0, 1.0, 27.0)","(-415.0, 811.0, 1102.0)","(-269.0, 23.0, 7.0)","(-368.0, 32.0, -77.0)"
1538,2023-03-31 10:57:44.276248,"(-308.0, -28.0, -17.0)","(-379.0, 827.0, 1109.0)","(-271.0, 34.0, 5.0)","(-355.0, 44.0, -84.0)"
1539,2023-03-31 10:57:44.295346,"(-282.0, 1.0, -50.0)","(-354.0, 809.0, 1078.0)","(-230.0, 55.0, -35.0)","(-262.0, 8.0, -107.0)"
1540,2023-03-31 10:57:44.314889,"(-214.0, -30.0, -51.0)","(-362.0, 851.0, 1076.0)","(-184.0, 69.0, -13.0)","(-272.0, 20.0, -62.0)"
1541,2023-03-31 10:57:44.334569,"(-209.0, -11.0, -112.0)","(-294.0, 844.0, 1146.0)","(-168.0, 106.0, -28.0)","(-245.0, 69.0, -49.0)"
1542,2023-03-31 10:57:44.354188,"(-213.0, 0.0, -98.0)","(-241.0, 875.0, 1105.0)","(-119.0, 128.0, -27.0)","(-169.0, 21.0, -46.0)"
1543,2023-03-31 10:57:44.354299,"(-142.0, -50.0, -86.0)","(-239.0, 844.0, 1130.0)","(-106.0, 133.0, -30.0)","(-170.0, 22.0, -63.0)"
1544,2023-03-31 10:57:44.373755,"(-160.0, -74.0, -81.0)","(-292.0, 858.0, 1109.0)","(-66.0, 124.0, 3.0)","(-172.0, 36.0, -43.0)"
1545,2023-03-31 10:57:44.393652,"(-72.0, -13.0, -69.0)","(-243.0, 849.0, 1060.0)","(-129.0, 84.0, -6.0)","(-82.0, 36.0, -41.0)"
1546,2023-03-31 10:57:44.413434,"(-95.0, -35.0, -60.0)","(-163.0, 834.0, 1119.0)","(-17.0, 75.0, -1.0)","(-64.0, 42.0, -66.0)"
1547,2023-03-31 10:57:44.433265,"(-68.0, -9.0, -63.0)","(-215.0, 851.0, 1151.0)","(-8.0, 2.0, -58.0)","(-70.0, 34.0, -67.0)"
1548,2023-03-31 10:57:44.433375,"(-23.0, -42.0, -39.0)","(-156.0, 827.0, 1218.0)","(-14.0, 3.0, 14.0)","(-66.0, -22.0, -136.0)"
1549,2023-03-31 10:57:44.453324,"(-71.0, 23.0, -22.0)","(-222.0, 754.0, 1226.0)","(10.0, -18.0, -41.0)","(-55.0, -24.0, -97.0)"
1550,2023-03-31 10:57:44.469238,"(-27.0, 106.0, -28.0)","(-155.0, 756.0, 1221.0)","(31.0, -32.0, -9.0)","(-59.0, -34.0, -81.0)"
1551,2023-03-31 10:57:44.487885,"(-48.0, 63.0, -3.0)","(-192.0, 726.0, 1198.0)","(16.0, -76.0, -33.0)","(-72.0, -56.0, -139.0)"
1552,2023-03-31 10:57:44.507460,"(-77.0, 80.0, 39.0)","(-207.0, 676.0, 1271.0)","(39.0, -114.0, -31.0)","(-41.0, -67.0, -177.0)"
1553,2023-03-31 10:57:44.527267,"(-1.0, 47.0, 34.0)","(-225.0, 721.0, 1297.0)","(20.0, -126.0, 21.0)","(-97.0, -142.0, -111.0)"
1554,2023-03-31 10:57:44.527366,"(-62.0, 124.0, 53.0)","(-237.0, 643.0, 1338.0)","(-44.0, -128.0, -45.0)","(-79.0, -138.0, -151.0)"
1555,2023-03-31 10:57:44.547108,"(-90.0, 132.0, 52.0)","(-231.0, 638.0, 1354.0)","(-34.0, -234.0, -39.0)","(-95.0, -202.0, -179.0)"
1556,2023-03-31 10:57:44.567239,"(-49.0, 183.0, 78.0)","(-269.0, 702.0, 1363.0)","(-39.0, -239.0, 0.0)","(-115.0, -211.0, -187.0)"
1557,2023-03-31 10:57:44.587237,"(-82.0, 180.0, 99.0)","(-242.0, 731.0, 1409.0)","(-66.0, -219.0, 32.0)","(-108.0, -229.0, -190.0)"
1558,2023-03-31 10:57:44.607315,"(-122.0, 229.0, 87.0)","(-288.0, 740.0, 1393.0)","(-105.0, -279.0, 57.0)","(-168.0, -258.0, -139.0)"
1559,2023-03-31 10:57:44.607424,"(-98.0, 310.0, 117.0)","(-258.0, 784.0, 1401.0)","(-71.0, -270.0, 61.0)","(-135.0, -311.0, -167.0)"
1560,2023-03-31 10:57:44.627141,"(-121.0, 294.0, 117.0)","(-229.0, 820.0, 1478.0)","(-104.0, -275.0, 115.0)","(-140.0, -354.0, -197.0)"
1561,2023-03-31 10:57:44.643548,"(-166.0, 357.0, 36.0)","(-232.0, 801.0, 1477.0)","(-112.0, -263.0, 89.0)","(-181.0, -377.0, -145.0)"
1562,2023-03-31 10:57:44.662542,"(-162.0, 401.0, 86.0)","(-253.0, 845.0, 1563.0)","(-133.0, -272.0, 109.0)","(-165.0, -385.0, -120.0)"
1563,2023-03-31 10:57:44.682577,"(-171.0, 383.0, 19.0)","(-249.0, 855.0, 1517.0)","(-116.0, -250.0, 155.0)","(-150.0, -412.0, -117.0)"
1564,2023-03-31 10:57:44.702651,"(-157.0, 404.0, 32.0)","(-258.0, 966.0, 1509.0)","(-126.0, -264.0, 175.0)","(-225.0, -441.0, -138.0)"
1565,2023-03-31 10:57:44.702780,"(-209.0, 453.0, 13.0)","(-268.0, 972.0, 1463.0)","(-46.0, -223.0, 154.0)","(-192.0, -454.0, -90.0)"
1566,2023-03-31 10:57:44.722653,"(-174.0, 468.0, -7.0)","(-232.0, 1052.0, 1430.0)","(-88.0, -241.0, 202.0)","(-254.0, -422.0, -49.0)"
1567,2023-03-31 10:57:44.742575,"(-207.0, 425.0, -35.0)","(-246.0, 1052.0, 1420.0)","(-95.0, -189.0, 204.0)","(-203.0, -438.0, -46.0)"
1568,2023-03-31 10:57:44.762790,"(-176.0, 483.0, -64.0)","(-248.0, 1090.0, 1389.0)","(-94.0, -162.0, 208.0)","(-160.0, -485.0, -79.0)"
1569,2023-03-31 10:57:44.782669,"(-176.0, 427.0, -35.0)","(-205.0, 1099.0, 1410.0)","(-113.0, -170.0, 221.0)","(-180.0, -421.0, 11.0)"
1570,2023-03-31 10:57:44.782748,"(-140.0, 451.0, -73.0)","(-189.0, 1128.0, 1438.0)","(-56.0, -151.0, 262.0)","(-177.0, -447.0, 12.0)"
1571,2023-03-31 10:57:44.799388,"(-146.0, 448.0, -98.0)","(-190.0, 1165.0, 1483.0)","(-38.0, -134.0, 234.0)","(-161.0, -432.0, 21.0)"
1572,2023-03-31 10:57:44.816671,"(-199.0, 408.0, -104.0)","(-154.0, 1174.0, 1441.0)","(-12.0, -74.0, 219.0)","(-177.0, -468.0, 38.0)"
1573,2023-03-31 10:57:44.836439,"(-162.0, 424.0, -120.0)","(-137.0, 1192.0, 1334.0)","(-70.0, -62.0, 232.0)","(-120.0, -376.0, 40.0)"
1574,2023-03-31 10:57:44.856386,"(-106.0, 391.0, -117.0)","(-136.0, 1219.0, 1296.0)","(-50.0, -21.0, 205.0)","(-90.0, -430.0, 80.0)"
1575,2023-03-31 10:57:44.876418,"(-139.0, 378.0, -155.0)","(-102.0, 1211.0, 1235.0)","(18.0, 11.0, 239.0)","(-131.0, -297.0, 102.0)"
1576,2023-03-31 10:57:44.876530,"(-132.0, 323.0, -153.0)","(-26.0, 1250.0, 1224.0)","(-37.0, 29.0, 214.0)","(-73.0, -320.0, 94.0)"
1577,2023-03-31 10:57:44.896415,"(-102.0, 350.0, -184.0)","(-8.0, 1183.0, 1191.0)","(-11.0, 60.0, 233.0)","(-86.0, -317.0, 93.0)"
1578,2023-03-31 10:57:44.916120,"(-137.0, 269.0, -168.0)","(-23.0, 1229.0, 1133.0)","(-26.0, 66.0, 192.0)","(-57.0, -303.0, 143.0)"
1579,2023-03-31 10:57:44.936112,"(-63.0, 245.0, -198.0)","(43.0, 1188.0, 1173.0)","(-10.0, 94.0, 165.0)","(-57.0, -259.0, 149.0)"
1580,2023-03-31 10:57:44.956226,"(-49.0, 210.0, -202.0)","(24.0, 1162.0, 1126.0)","(21.0, 133.0, 158.0)","(-37.0, -189.0, 133.0)"
1581,2023-03-31 10:57:44.956325,"(-52.0, 192.0, -183.0)","(46.0, 1130.0, 1117.0)","(31.0, 129.0, 146.0)","(-21.0, -154.0, 68.0)"
1582,2023-03-31 10:57:44.974628,"(-20.0, 134.0, -206.0)","(105.0, 1069.0, 1103.0)","(21.0, 138.0, 141.0)","(-75.0, -137.0, 62.0)"
1583,2023-03-31 10:57:44.992919,"(-73.0, 116.0, -144.0)","(105.0, 1030.0, 1014.0)","(67.0, 116.0, 121.0)","(-11.0, -83.0, 59.0)"
1584,2023-03-31 10:57:45.009071,"(-20.0, 96.0, -165.0)","(167.0, 976.0, 1052.0)","(38.0, 124.0, 32.0)","(-9.0, -96.0, 65.0)"
1585,2023-03-31 10:57:45.025044,"(-38.0, 79.0, -139.0)","(161.0, 944.0, 971.0)","(40.0, 78.0, 59.0)","(1.0, -70.0, 38.0)"
1586,2023-03-31 10:57:45.041048,"(1.0, 69.0, -101.0)","(176.0, 865.0, 1054.0)","(39.0, 38.0, 34.0)","(-1.0, -104.0, -6.0)"
1587,2023-03-31 10:57:45.060285,"(29.0, 60.0, -48.0)","(64.0, 818.0, 1044.0)","(34.0, -2.0, 28.0)","(-16.0, -6.0, -102.0)"
1588,2023-03-31 10:57:45.079976,"(9.0, 65.0, -27.0)","(-148.0, 788.0, 1082.0)","(89.0, -93.0, 20.0)","(-30.0, -81.0, -133.0)"
1589,2023-03-31 10:57:45.100047,"(-28.0, 104.0, 9.0)","(-203.0, 801.0, 1091.0)","(-18.0, -99.0, -38.0)","(-61.0, -92.0, -128.0)"
1590,2023-03-31 10:57:45.100165,"(-4.0, 115.0, 15.0)","(-193.0, 733.0, 1144.0)","(21.0, -85.0, -11.0)","(-48.0, -55.0, -142.0)"
1591,2023-03-31 10:57:45.119808,"(-45.0, 104.0, 39.0)","(-155.0, 733.0, 1134.0)","(-28.0, -132.0, -43.0)","(-47.0, -93.0, -118.0)"
1592,2023-03-31 10:57:45.139856,"(-58.0, 92.0, 35.0)","(-214.0, 720.0, 1163.0)","(12.0, -118.0, -65.0)","(-44.0, -120.0, -161.0)"
1593,2023-03-31 10:57:45.159856,"(-76.0, 108.0, 58.0)","(-172.0, 769.0, 1120.0)","(-23.0, -108.0, -30.0)","(-72.0, -110.0, -140.0)"
1594,2023-03-31 10:57:45.179885,"(-105.0, 118.0, 57.0)","(-199.0, 751.0, 1160.0)","(-10.0, -125.0, -10.0)","(-91.0, -139.0, -159.0)"
1595,2023-03-31 10:57:45.179992,"(-99.0, 121.0, 65.0)","(-208.0, 685.0, 1187.0)","(-44.0, -159.0, -40.0)","(-95.0, -173.0, -171.0)"
1596,2023-03-31 10:57:45.199791,"(-65.0, 159.0, 56.0)","(-243.0, 742.0, 1140.0)","(-25.0, -155.0, -18.0)","(-114.0, -170.0, -179.0)"
1597,2023-03-31 10:57:45.215891,"(-73.0, 99.0, 45.0)","(-200.0, 727.0, 1145.0)","(-29.0, -157.0, -11.0)","(-115.0, -128.0, -156.0)"
1598,2023-03-31 10:57:45.231831,"(-104.0, 117.0, 101.0)","(-232.0, 717.0, 1155.0)","(-28.0, -166.0, -23.0)","(-160.0, -135.0, -193.0)"
1599,2023-03-31 10:57:45.251261,"(-133.0, 115.0, 57.0)","(-235.0, 707.0, 1153.0)","(-34.0, -172.0, 10.0)","(-130.0, -108.0, -179.0)"
1600,2023-03-31 10:57:45.271054,"(-127.0, 116.0, 98.0)","(-261.0, 690.0, 1152.0)","(-88.0, -168.0, -51.0)","(-160.0, -98.0, -150.0)"
1601,2023-03-31 10:57:45.290933,"(-157.0, 127.0, 93.0)","(-215.0, 709.0, 1137.0)","(-104.0, -149.0, -85.0)","(-150.0, -108.0, -162.0)"
1602,2023-03-31 10:57:45.291034,"(-119.0, 126.0, 89.0)","(-228.0, 704.0, 1119.0)","(-102.0, -175.0, -40.0)","(-160.0, -78.0, -196.0)"
1603,2023-03-31 10:57:45.310872,"(-130.0, 72.0, 58.0)","(-240.0, 671.0, 1133.0)","(-113.0, -109.0, -56.0)","(-174.0, -63.0, -192.0)"
1604,2023-03-31 10:57:45.331017,"(-148.0, 83.0, 65.0)","(-259.0, 706.0, 1136.0)","(-99.0, -127.0, -57.0)","(-198.0, -109.0, -183.0)"
1605,2023-03-31 10:57:45.350882,"(-151.0, 57.0, 34.0)","(-304.0, 701.0, 1101.0)","(-109.0, -117.0, -57.0)","(-240.0, -76.0, -198.0)"
1606,2023-03-31 10:57:45.371018,"(-205.0, 53.0, 53.0)","(-327.0, 663.0, 1114.0)","(-144.0, -137.0, -25.0)","(-166.0, -52.0, -176.0)"
1607,2023-03-31 10:57:45.371124,"(-179.0, 54.0, 52.0)","(-312.0, 706.0, 1108.0)","(-127.0, -107.0, -44.0)","(-165.0, -35.0, -176.0)"
1608,2023-03-31 10:57:45.391019,"(-198.0, 10.0, 58.0)","(-290.0, 726.0, 1050.0)","(-145.0, -109.0, -57.0)","(-244.0, -30.0, -153.0)"
1609,2023-03-31 10:57:45.410859,"(-169.0, -1.0, 51.0)","(-309.0, 723.0, 1033.0)","(-127.0, -11.0, -52.0)","(-201.0, -8.0, -133.0)"
1610,2023-03-31 10:57:45.430532,"(-139.0, -5.0, -2.0)","(-309.0, 709.0, 1064.0)","(-156.0, -34.0, -34.0)","(-191.0, 12.0, -124.0)"
