,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4
745,2023-03-31 10:57:31.674581,"(-316.0, 349.0, -112.0)","(-321.0, 1311.0, 1365.0)","(-204.0, -57.0, 234.0)","(-290.0, -437.0, 69.0)"
746,2023-03-31 10:57:31.704730,"(-343.0, 442.0, -166.0)","(-324.0, 1267.0, 1331.0)","(-230.0, -30.0, 234.0)","(-326.0, -343.0, 27.0)"
747,2023-03-31 10:57:31.721610,"(-253.0, 423.0, -134.0)","(-273.0, 1317.0, 1393.0)","(-179.0, -36.0, 272.0)","(-278.0, -385.0, 62.0)"
748,2023-03-31 10:57:31.739289,"(-295.0, 415.0, -152.0)","(-252.0, 1313.0, 1330.0)","(-163.0, -46.0, 261.0)","(-276.0, -371.0, 112.0)"
749,2023-03-31 10:57:31.739448,"(-254.0, 405.0, -163.0)","(-305.0, 1312.0, 1352.0)","(-119.0, -26.0, 288.0)","(-281.0, -377.0, 87.0)"
750,2023-03-31 10:57:31.758060,"(-251.0, 404.0, -152.0)","(-214.0, 1335.0, 1356.0)","(-132.0, -8.0, 225.0)","(-250.0, -362.0, 63.0)"
751,2023-03-31 10:57:31.777245,"(-254.0, 368.0, -176.0)","(-267.0, 1304.0, 1354.0)","(-115.0, 5.0, 250.0)","(-201.0, -356.0, 97.0)"
752,2023-03-31 10:57:31.796094,"(-217.0, 347.0, -164.0)","(-247.0, 1279.0, 1321.0)","(-105.0, 66.0, 267.0)","(-213.0, -365.0, 79.0)"
753,2023-03-31 10:57:31.816465,"(-214.0, 322.0, -181.0)","(-171.0, 1338.0, 1320.0)","(-106.0, 57.0, 237.0)","(-191.0, -343.0, 109.0)"
754,2023-03-31 10:57:31.833952,"(-216.0, 318.0, -202.0)","(-94.0, 1318.0, 1192.0)","(-91.0, 116.0, 232.0)","(-164.0, -311.0, 108.0)"
755,2023-03-31 10:57:31.834101,"(-202.0, 263.0, -219.0)","(-51.0, 1272.0, 1139.0)","(-86.0, 117.0, 238.0)","(-158.0, -260.0, 120.0)"
756,2023-03-31 10:57:31.850882,"(-171.0, 252.0, -236.0)","(8.0, 1230.0, 1078.0)","(-59.0, 150.0, 182.0)","(-144.0, -225.0, 93.0)"
757,2023-03-31 10:57:31.867060,"(-154.0, 215.0, -204.0)","(30.0, 1161.0, 1088.0)","(-90.0, 125.0, 203.0)","(-130.0, -159.0, 137.0)"
758,2023-03-31 10:57:31.882779,"(-121.0, 261.0, -210.0)","(-38.0, 1193.0, 1059.0)","(-57.0, 140.0, 156.0)","(-118.0, -220.0, 109.0)"
759,2023-03-31 10:57:31.896642,"(-150.0, 236.0, -187.0)","(-49.0, 1193.0, 1084.0)","(-30.0, 154.0, 177.0)","(-71.0, -206.0, 117.0)"
760,2023-03-31 10:57:31.927261,"(-117.0, 181.0, -208.0)","(-11.0, 1192.0, 1127.0)","(-12.0, 141.0, 161.0)","(-77.0, -145.0, 115.0)"
761,2023-03-31 10:57:31.944916,"(-123.0, 221.0, -204.0)","(-46.0, 1201.0, 1129.0)","(-22.0, 164.0, 152.0)","(-59.0, -152.0, 110.0)"
762,2023-03-31 10:57:31.945169,"(-55.0, 201.0, -154.0)","(-65.0, 1156.0, 1116.0)","(36.0, 131.0, 147.0)","(-50.0, -152.0, 82.0)"
763,2023-03-31 10:57:31.965184,"(-85.0, 158.0, -155.0)","(-65.0, 1167.0, 1075.0)","(73.0, 133.0, 141.0)","(-30.0, -185.0, 112.0)"
764,2023-03-31 10:57:31.983206,"(-71.0, 179.0, -163.0)","(-42.0, 1156.0, 1115.0)","(51.0, 124.0, 101.0)","(-28.0, -134.0, 17.0)"
765,2023-03-31 10:57:32.001662,"(-27.0, 156.0, -177.0)","(-76.0, 1125.0, 1149.0)","(64.0, 94.0, 126.0)","(9.0, -123.0, 81.0)"
766,2023-03-31 10:57:32.021208,"(-29.0, 181.0, -132.0)","(-65.0, 1141.0, 1150.0)","(153.0, 53.0, 123.0)","(13.0, -162.0, 55.0)"
767,2023-03-31 10:57:32.036429,"(-21.0, 186.0, -140.0)","(-29.0, 1148.0, 1141.0)","(84.0, 49.0, 114.0)","(10.0, -155.0, 81.0)"
768,2023-03-31 10:57:32.050760,"(20.0, 166.0, -109.0)","(-22.0, 1092.0, 1151.0)","(70.0, 63.0, 111.0)","(30.0, -156.0, 12.0)"
769,2023-03-31 10:57:32.066272,"(-6.0, 221.0, -85.0)","(-56.0, 1110.0, 1206.0)","(82.0, 64.0, 102.0)","(34.0, -170.0, 31.0)"
770,2023-03-31 10:57:32.082169,"(11.0, 187.0, -132.0)","(-37.0, 1078.0, 1165.0)","(89.0, 27.0, 85.0)","(10.0, -231.0, 15.0)"
771,2023-03-31 10:57:32.096155,"(-18.0, 247.0, -124.0)","(-46.0, 1069.0, 1146.0)","(119.0, 28.0, 66.0)","(52.0, -233.0, 13.0)"
772,2023-03-31 10:57:32.111077,"(71.0, 255.0, -127.0)","(20.0, 1081.0, 1182.0)","(131.0, -59.0, 150.0)","(43.0, -222.0, -2.0)"
773,2023-03-31 10:57:32.127579,"(51.0, 236.0, -70.0)","(-58.0, 1038.0, 1211.0)","(83.0, -82.0, 151.0)","(46.0, -225.0, -52.0)"
774,2023-03-31 10:57:32.145426,"(53.0, 288.0, -69.0)","(-53.0, 1041.0, 1244.0)","(107.0, -81.0, 123.0)","(-1.0, -264.0, -46.0)"
775,2023-03-31 10:57:32.164266,"(26.0, 304.0, -27.0)","(-30.0, 979.0, 1231.0)","(100.0, -109.0, 124.0)","(4.0, -280.0, -24.0)"
776,2023-03-31 10:57:32.183162,"(-13.0, 326.0, -37.0)","(-45.0, 1035.0, 1245.0)","(119.0, -116.0, 123.0)","(24.0, -332.0, -55.0)"
777,2023-03-31 10:57:32.183331,"(27.0, 330.0, -6.0)","(-29.0, 1018.0, 1277.0)","(63.0, -153.0, 112.0)","(-45.0, -363.0, -51.0)"
778,2023-03-31 10:57:32.202657,"(45.0, 318.0, -9.0)","(-64.0, 967.0, 1264.0)","(22.0, -171.0, 99.0)","(8.0, -314.0, -113.0)"
779,2023-03-31 10:57:32.222817,"(-49.0, 299.0, 3.0)","(-78.0, 977.0, 1293.0)","(58.0, -188.0, 92.0)","(-36.0, -372.0, -107.0)"
780,2023-03-31 10:57:32.237026,"(-59.0, 359.0, 13.0)","(-69.0, 956.0, 1292.0)","(30.0, -227.0, 96.0)","(-56.0, -376.0, -101.0)"
781,2023-03-31 10:57:32.253920,"(-42.0, 359.0, 12.0)","(-130.0, 941.0, 1299.0)","(-4.0, -256.0, 114.0)","(-48.0, -353.0, -147.0)"
782,2023-03-31 10:57:32.269308,"(-72.0, 343.0, -3.0)","(-171.0, 944.0, 1387.0)","(-19.0, -248.0, 113.0)","(-113.0, -368.0, -103.0)"
783,2023-03-31 10:57:32.284428,"(-137.0, 333.0, 42.0)","(-228.0, 925.0, 1447.0)","(-57.0, -268.0, 68.0)","(-122.0, -348.0, -115.0)"
784,2023-03-31 10:57:32.301175,"(-101.0, 306.0, 32.0)","(-237.0, 927.0, 1442.0)","(-77.0, -274.0, 102.0)","(-158.0, -367.0, -160.0)"
785,2023-03-31 10:57:32.315191,"(-195.0, 299.0, 68.0)","(-206.0, 901.0, 1507.0)","(-112.0, -249.0, 59.0)","(-192.0, -325.0, -141.0)"
786,2023-03-31 10:57:32.331101,"(-148.0, 333.0, 59.0)","(-305.0, 854.0, 1480.0)","(-143.0, -248.0, 90.0)","(-209.0, -333.0, -171.0)"
787,2023-03-31 10:57:32.348969,"(-218.0, 321.0, 106.0)","(-323.0, 871.0, 1480.0)","(-158.0, -311.0, 115.0)","(-246.0, -345.0, -170.0)"
788,2023-03-31 10:57:32.367648,"(-249.0, 289.0, 119.0)","(-356.0, 885.0, 1482.0)","(-214.0, -273.0, 96.0)","(-267.0, -378.0, -155.0)"
789,2023-03-31 10:57:32.386444,"(-238.0, 346.0, 69.0)","(-361.0, 909.0, 1431.0)","(-230.0, -298.0, 111.0)","(-280.0, -324.0, -196.0)"
790,2023-03-31 10:57:32.405824,"(-284.0, 304.0, 84.0)","(-363.0, 881.0, 1459.0)","(-199.0, -297.0, 83.0)","(-323.0, -320.0, -152.0)"
791,2023-03-31 10:57:32.405967,"(-329.0, 274.0, 78.0)","(-394.0, 874.0, 1376.0)","(-268.0, -282.0, 97.0)","(-336.0, -293.0, -191.0)"
792,2023-03-31 10:57:32.426550,"(-359.0, 263.0, 72.0)","(-384.0, 905.0, 1366.0)","(-293.0, -293.0, 87.0)","(-373.0, -277.0, -168.0)"
793,2023-03-31 10:57:32.444689,"(-352.0, 253.0, 57.0)","(-395.0, 909.0, 1283.0)","(-283.0, -251.0, 71.0)","(-436.0, -292.0, -175.0)"
794,2023-03-31 10:57:32.462963,"(-362.0, 246.0, 63.0)","(-427.0, 897.0, 1298.0)","(-366.0, -171.0, 64.0)","(-426.0, -264.0, -129.0)"
795,2023-03-31 10:57:32.476900,"(-441.0, 205.0, 56.0)","(-460.0, 906.0, 1288.0)","(-321.0, -194.0, 65.0)","(-406.0, -249.0, -138.0)"
796,2023-03-31 10:57:32.490774,"(-396.0, 209.0, 79.0)","(-451.0, 874.0, 1282.0)","(-361.0, -174.0, 97.0)","(-442.0, -237.0, -104.0)"
797,2023-03-31 10:57:32.506078,"(-381.0, 151.0, 36.0)","(-492.0, 921.0, 1255.0)","(-355.0, -125.0, 4.0)","(-490.0, -222.0, -159.0)"
798,2023-03-31 10:57:32.520264,"(-432.0, 157.0, 13.0)","(-439.0, 925.0, 1236.0)","(-358.0, -145.0, 34.0)","(-502.0, -161.0, -123.0)"
799,2023-03-31 10:57:32.537109,"(-462.0, 166.0, 43.0)","(-484.0, 916.0, 1277.0)","(-340.0, -87.0, 74.0)","(-472.0, -129.0, -121.0)"
800,2023-03-31 10:57:32.555098,"(-459.0, 134.0, 10.0)","(-508.0, 955.0, 1277.0)","(-375.0, -65.0, 44.0)","(-458.0, -145.0, -99.0)"
801,2023-03-31 10:57:32.573929,"(-461.0, 100.0, -7.0)","(-505.0, 930.0, 1273.0)","(-379.0, -76.0, 38.0)","(-471.0, -71.0, -138.0)"
802,2023-03-31 10:57:32.592914,"(-431.0, 152.0, 19.0)","(-507.0, 942.0, 1242.0)","(-364.0, -62.0, 46.0)","(-458.0, -171.0, -80.0)"
803,2023-03-31 10:57:32.611855,"(-459.0, 90.0, -17.0)","(-501.0, 936.0, 1259.0)","(-363.0, -16.0, 33.0)","(-469.0, -110.0, -110.0)"
804,2023-03-31 10:57:32.631235,"(-505.0, 113.0, -19.0)","(-528.0, 954.0, 1260.0)","(-390.0, -30.0, 57.0)","(-510.0, -147.0, -95.0)"
805,2023-03-31 10:57:32.631353,"(-482.0, 110.0, 2.0)","(-543.0, 920.0, 1309.0)","(-371.0, -20.0, 21.0)","(-440.0, -115.0, -60.0)"
806,2023-03-31 10:57:32.648024,"(-431.0, 99.0, 21.0)","(-526.0, 952.0, 1257.0)","(-393.0, -32.0, 49.0)","(-484.0, -61.0, -60.0)"
807,2023-03-31 10:57:32.662416,"(-420.0, 102.0, -16.0)","(-488.0, 925.0, 1261.0)","(-388.0, -9.0, 9.0)","(-475.0, -99.0, -76.0)"
808,2023-03-31 10:57:32.676358,"(-409.0, 115.0, -18.0)","(-484.0, 899.0, 1183.0)","(-344.0, 5.0, 6.0)","(-486.0, -84.0, -52.0)"
809,2023-03-31 10:57:32.706716,"(-422.0, 113.0, 18.0)","(-446.0, 875.0, 1124.0)","(-367.0, -15.0, 42.0)","(-422.0, -69.0, -126.0)"
810,2023-03-31 10:57:32.720853,"(-410.0, 97.0, -11.0)","(-532.0, 909.0, 1161.0)","(-385.0, -63.0, 36.0)","(-473.0, -85.0, -85.0)"
811,2023-03-31 10:57:32.737489,"(-413.0, 124.0, -10.0)","(-467.0, 931.0, 1134.0)","(-348.0, -97.0, 28.0)","(-459.0, -130.0, -129.0)"
812,2023-03-31 10:57:32.755213,"(-419.0, 154.0, 2.0)","(-493.0, 896.0, 1190.0)","(-355.0, -77.0, 41.0)","(-438.0, -79.0, -70.0)"
813,2023-03-31 10:57:32.755364,"(-402.0, 131.0, 33.0)","(-470.0, 898.0, 1203.0)","(-360.0, -96.0, 5.0)","(-452.0, -105.0, -111.0)"
814,2023-03-31 10:57:32.774233,"(-435.0, 143.0, 45.0)","(-485.0, 909.0, 1229.0)","(-398.0, -95.0, 21.0)","(-505.0, -133.0, -109.0)"
815,2023-03-31 10:57:32.792842,"(-454.0, 162.0, 28.0)","(-479.0, 923.0, 1244.0)","(-381.0, -56.0, 44.0)","(-475.0, -158.0, -80.0)"
816,2023-03-31 10:57:32.812360,"(-410.0, 163.0, 43.0)","(-457.0, 940.0, 1236.0)","(-343.0, -89.0, 100.0)","(-461.0, -174.0, -88.0)"
817,2023-03-31 10:57:32.832979,"(-455.0, 156.0, 20.0)","(-477.0, 963.0, 1227.0)","(-386.0, -80.0, 37.0)","(-450.0, -160.0, -119.0)"
818,2023-03-31 10:57:32.850340,"(-427.0, 166.0, 40.0)","(-459.0, 927.0, 1252.0)","(-336.0, -96.0, 53.0)","(-461.0, -183.0, -69.0)"
819,2023-03-31 10:57:32.850455,"(-422.0, 175.0, 22.0)","(-453.0, 911.0, 1222.0)","(-344.0, -132.0, 65.0)","(-484.0, -162.0, -138.0)"
820,2023-03-31 10:57:32.866969,"(-401.0, 234.0, -2.0)","(-453.0, 949.0, 1346.0)","(-399.0, -165.0, 72.0)","(-441.0, -205.0, -91.0)"
821,2023-03-31 10:57:32.883828,"(-413.0, 250.0, 33.0)","(-333.0, 1024.0, 1328.0)","(-343.0, -103.0, 95.0)","(-443.0, -216.0, -131.0)"
822,2023-03-31 10:57:32.900255,"(-429.0, 291.0, -17.0)","(-374.0, 1033.0, 1368.0)","(-344.0, -201.0, 94.0)","(-431.0, -293.0, -110.0)"
823,2023-03-31 10:57:32.914576,"(-431.0, 296.0, 20.0)","(-383.0, 1089.0, 1297.0)","(-328.0, -184.0, 192.0)","(-470.0, -313.0, -29.0)"
824,2023-03-31 10:57:32.931299,"(-424.0, 323.0, -14.0)","(-369.0, 1113.0, 1299.0)","(-361.0, -163.0, 140.0)","(-380.0, -367.0, -39.0)"
825,2023-03-31 10:57:32.948816,"(-397.0, 354.0, -6.0)","(-356.0, 1100.0, 1321.0)","(-319.0, -175.0, 183.0)","(-406.0, -380.0, -37.0)"
826,2023-03-31 10:57:32.963674,"(-355.0, 409.0, -41.0)","(-344.0, 1134.0, 1319.0)","(-258.0, -179.0, 191.0)","(-336.0, -376.0, -6.0)"
827,2023-03-31 10:57:32.980393,"(-379.0, 434.0, -20.0)","(-308.0, 1161.0, 1319.0)","(-277.0, -133.0, 220.0)","(-360.0, -374.0, 11.0)"
828,2023-03-31 10:57:32.998593,"(-315.0, 431.0, -55.0)","(-230.0, 1203.0, 1372.0)","(-262.0, -151.0, 211.0)","(-316.0, -426.0, -1.0)"
829,2023-03-31 10:57:33.017523,"(-299.0, 412.0, -87.0)","(-280.0, 1232.0, 1389.0)","(-151.0, -161.0, 237.0)","(-302.0, -411.0, -3.0)"
830,2023-03-31 10:57:33.038030,"(-313.0, 474.0, -81.0)","(-210.0, 1213.0, 1366.0)","(-204.0, -94.0, 230.0)","(-279.0, -409.0, 59.0)"
831,2023-03-31 10:57:33.052815,"(-283.0, 458.0, -110.0)","(-153.0, 1259.0, 1319.0)","(-191.0, -109.0, 222.0)","(-232.0, -441.0, 10.0)"
832,2023-03-31 10:57:33.067635,"(-277.0, 409.0, -135.0)","(-202.0, 1258.0, 1335.0)","(-192.0, -111.0, 263.0)","(-299.0, -496.0, 42.0)"
833,2023-03-31 10:57:33.084020,"(-260.0, 445.0, -126.0)","(-210.0, 1296.0, 1336.0)","(-180.0, -117.0, 262.0)","(-264.0, -417.0, 33.0)"
834,2023-03-31 10:57:33.100589,"(-206.0, 416.0, -102.0)","(-220.0, 1297.0, 1314.0)","(-187.0, -54.0, 288.0)","(-272.0, -395.0, 120.0)"
835,2023-03-31 10:57:33.117065,"(-228.0, 409.0, -163.0)","(-210.0, 1292.0, 1325.0)","(-103.0, -63.0, 265.0)","(-252.0, -449.0, 109.0)"
836,2023-03-31 10:57:33.134197,"(-186.0, 420.0, -162.0)","(-145.0, 1319.0, 1318.0)","(-83.0, -38.0, 279.0)","(-194.0, -403.0, 70.0)"
837,2023-03-31 10:57:33.152402,"(-212.0, 399.0, -162.0)","(-141.0, 1306.0, 1299.0)","(-116.0, -9.0, 258.0)","(-215.0, -391.0, 87.0)"
838,2023-03-31 10:57:33.171001,"(-188.0, 391.0, -145.0)","(-81.0, 1316.0, 1286.0)","(-66.0, -18.0, 228.0)","(-183.0, -382.0, 83.0)"
839,2023-03-31 10:57:33.171163,"(-180.0, 406.0, -183.0)","(-111.0, 1302.0, 1266.0)","(-68.0, -14.0, 244.0)","(-207.0, -394.0, 89.0)"
840,2023-03-31 10:57:33.190080,"(-190.0, 379.0, -185.0)","(-80.0, 1292.0, 1270.0)","(-106.0, -19.0, 298.0)","(-140.0, -339.0, 116.0)"
841,2023-03-31 10:57:33.208655,"(-178.0, 408.0, -192.0)","(-69.0, 1258.0, 1271.0)","(-42.0, -20.0, 225.0)","(-126.0, -307.0, 88.0)"
842,2023-03-31 10:57:33.227778,"(-125.0, 370.0, -122.0)","(-100.0, 1309.0, 1235.0)","(-68.0, 54.0, 230.0)","(-139.0, -358.0, 81.0)"
843,2023-03-31 10:57:33.245604,"(-139.0, 343.0, -183.0)","(-30.0, 1271.0, 1266.0)","(-30.0, 0.0, 267.0)","(-137.0, -365.0, 96.0)"
844,2023-03-31 10:57:33.262185,"(-150.0, 360.0, -189.0)","(-86.0, 1292.0, 1256.0)","(-4.0, -2.0, 228.0)","(-144.0, -318.0, 68.0)"
845,2023-03-31 10:57:33.278224,"(-102.0, 391.0, -161.0)","(-73.0, 1331.0, 1234.0)","(-36.0, 8.0, 192.0)","(-83.0, -363.0, 53.0)"
846,2023-03-31 10:57:33.292936,"(-125.0, 367.0, -168.0)","(-95.0, 1289.0, 1296.0)","(-34.0, -3.0, 203.0)","(-85.0, -376.0, 77.0)"
847,2023-03-31 10:57:33.307465,"(-127.0, 377.0, -174.0)","(-157.0, 1262.0, 1295.0)","(-33.0, -19.0, 210.0)","(-93.0, -370.0, 66.0)"
848,2023-03-31 10:57:33.321545,"(-97.0, 424.0, -146.0)","(-120.0, 1266.0, 1295.0)","(1.0, -67.0, 244.0)","(-90.0, -380.0, 38.0)"
849,2023-03-31 10:57:33.338438,"(-98.0, 386.0, -135.0)","(-107.0, 1286.0, 1285.0)","(-40.0, -112.0, 252.0)","(-108.0, -402.0, 62.0)"
850,2023-03-31 10:57:33.355845,"(-115.0, 402.0, -158.0)","(-101.0, 1292.0, 1308.0)","(-28.0, -104.0, 236.0)","(-111.0, -399.0, 37.0)"
851,2023-03-31 10:57:33.374779,"(-139.0, 441.0, -135.0)","(-147.0, 1206.0, 1321.0)","(-54.0, -87.0, 223.0)","(-131.0, -396.0, 16.0)"
852,2023-03-31 10:57:33.374941,"(-154.0, 412.0, -132.0)","(-151.0, 1210.0, 1367.0)","(-49.0, -103.0, 216.0)","(-159.0, -412.0, 3.0)"
853,2023-03-31 10:57:33.393779,"(-167.0, 427.0, -128.0)","(-150.0, 1235.0, 1356.0)","(-58.0, -147.0, 222.0)","(-170.0, -435.0, 26.0)"
854,2023-03-31 10:57:33.413148,"(-164.0, 453.0, -66.0)","(-122.0, 1234.0, 1368.0)","(-38.0, -149.0, 232.0)","(-221.0, -398.0, 27.0)"
855,2023-03-31 10:57:33.432618,"(-177.0, 472.0, -65.0)","(-179.0, 1164.0, 1385.0)","(-97.0, -154.0, 175.0)","(-224.0, -488.0, -8.0)"
856,2023-03-31 10:57:33.453501,"(-188.0, 439.0, -75.0)","(-186.0, 1165.0, 1386.0)","(-131.0, -189.0, 235.0)","(-177.0, -469.0, -13.0)"
857,2023-03-31 10:57:33.467955,"(-224.0, 448.0, -22.0)","(-212.0, 1158.0, 1415.0)","(-118.0, -222.0, 219.0)","(-253.0, -448.0, -52.0)"
858,2023-03-31 10:57:33.482204,"(-209.0, 413.0, -48.0)","(-248.0, 1137.0, 1396.0)","(-196.0, -237.0, 244.0)","(-221.0, -433.0, -37.0)"
859,2023-03-31 10:57:33.496384,"(-241.0, 431.0, -10.0)","(-275.0, 1141.0, 1390.0)","(-190.0, -235.0, 178.0)","(-321.0, -415.0, -26.0)"
860,2023-03-31 10:57:33.512847,"(-252.0, 391.0, 10.0)","(-319.0, 1103.0, 1416.0)","(-224.0, -206.0, 199.0)","(-317.0, -431.0, -94.0)"
861,2023-03-31 10:57:33.528707,"(-337.0, 430.0, 15.0)","(-361.0, 1073.0, 1398.0)","(-244.0, -262.0, 188.0)","(-362.0, -428.0, -91.0)"
862,2023-03-31 10:57:33.545694,"(-342.0, 346.0, 32.0)","(-319.0, 1046.0, 1386.0)","(-279.0, -211.0, 185.0)","(-371.0, -399.0, -97.0)"
863,2023-03-31 10:57:33.563402,"(-374.0, 368.0, 1.0)","(-331.0, 1027.0, 1340.0)","(-264.0, -204.0, 144.0)","(-353.0, -335.0, -61.0)"
864,2023-03-31 10:57:33.582195,"(-383.0, 365.0, 5.0)","(-394.0, 1036.0, 1363.0)","(-318.0, -260.0, 158.0)","(-423.0, -352.0, -133.0)"
865,2023-03-31 10:57:33.582345,"(-420.0, 301.0, 15.0)","(-402.0, 1038.0, 1392.0)","(-357.0, -225.0, 145.0)","(-438.0, -327.0, -95.0)"
866,2023-03-31 10:57:33.601428,"(-457.0, 320.0, 39.0)","(-436.0, 1005.0, 1434.0)","(-340.0, -151.0, 106.0)","(-482.0, -314.0, -138.0)"
867,2023-03-31 10:57:33.620740,"(-424.0, 249.0, -12.0)","(-447.0, 1034.0, 1425.0)","(-356.0, -164.0, 86.0)","(-486.0, -263.0, -85.0)"
868,2023-03-31 10:57:33.639706,"(-463.0, 221.0, -28.0)","(-506.0, 1030.0, 1438.0)","(-379.0, -101.0, 108.0)","(-500.0, -289.0, -59.0)"
869,2023-03-31 10:57:33.657886,"(-434.0, 206.0, -4.0)","(-458.0, 1038.0, 1374.0)","(-419.0, -89.0, 100.0)","(-514.0, -205.0, -65.0)"
870,2023-03-31 10:57:33.674002,"(-437.0, 163.0, -26.0)","(-427.0, 1026.0, 1279.0)","(-407.0, -37.0, 125.0)","(-526.0, -157.0, -14.0)"
871,2023-03-31 10:57:33.688531,"(-483.0, 149.0, -39.0)","(-432.0, 1046.0, 1293.0)","(-377.0, -28.0, 62.0)","(-554.0, -158.0, -22.0)"
872,2023-03-31 10:57:33.702594,"(-457.0, 127.0, -18.0)","(-472.0, 997.0, 1254.0)","(-416.0, 10.0, 70.0)","(-492.0, -106.0, -15.0)"
873,2023-03-31 10:57:33.716742,"(-434.0, 149.0, -20.0)","(-420.0, 1069.0, 1255.0)","(-379.0, 81.0, 37.0)","(-450.0, -51.0, 9.0)"
874,2023-03-31 10:57:33.732913,"(-419.0, 89.0, -98.0)","(-426.0, 1044.0, 1230.0)","(-356.0, 86.0, 75.0)","(-433.0, -47.0, 7.0)"
875,2023-03-31 10:57:33.750254,"(-376.0, 33.0, -117.0)","(-391.0, 996.0, 1251.0)","(-347.0, 147.0, 66.0)","(-461.0, -77.0, 26.0)"
876,2023-03-31 10:57:33.768058,"(-407.0, 81.0, -93.0)","(-368.0, 997.0, 1248.0)","(-295.0, 121.0, 72.0)","(-432.0, -10.0, 13.0)"
877,2023-03-31 10:57:33.786862,"(-377.0, 21.0, -107.0)","(-346.0, 979.0, 1259.0)","(-272.0, 182.0, 63.0)","(-446.0, 0.0, 25.0)"
878,2023-03-31 10:57:33.806068,"(-357.0, 3.0, -120.0)","(-383.0, 975.0, 1222.0)","(-273.0, 151.0, 66.0)","(-352.0, 35.0, 10.0)"
879,2023-03-31 10:57:33.806210,"(-311.0, -31.0, -97.0)","(-393.0, 968.0, 1242.0)","(-278.0, 111.0, 37.0)","(-314.0, 28.0, 25.0)"
880,2023-03-31 10:57:33.825263,"(-303.0, -40.0, -94.0)","(-356.0, 912.0, 1219.0)","(-207.0, 143.0, -47.0)","(-323.0, 63.0, -2.0)"
881,2023-03-31 10:57:33.845029,"(-289.0, -57.0, -97.0)","(-328.0, 902.0, 1213.0)","(-212.0, 115.0, -44.0)","(-304.0, 53.0, 1.0)"
882,2023-03-31 10:57:33.864921,"(-270.0, -46.0, -67.0)","(-335.0, 898.0, 1178.0)","(-138.0, 108.0, -32.0)","(-294.0, 69.0, -57.0)"
883,2023-03-31 10:57:33.882552,"(-291.0, -34.0, -41.0)","(-349.0, 848.0, 1159.0)","(-205.0, 104.0, -54.0)","(-236.0, 69.0, -50.0)"
884,2023-03-31 10:57:33.899611,"(-257.0, -53.0, -10.0)","(-348.0, 817.0, 1215.0)","(-171.0, 42.0, -15.0)","(-249.0, 49.0, -80.0)"
885,2023-03-31 10:57:33.899702,"(-263.0, -3.0, -36.0)","(-317.0, 832.0, 1171.0)","(-190.0, 64.0, -63.0)","(-226.0, 32.0, -71.0)"
886,2023-03-31 10:57:33.927865,"(-215.0, -12.0, -2.0)","(-348.0, 732.0, 1217.0)","(-175.0, -14.0, -36.0)","(-220.0, 21.0, -111.0)"
887,2023-03-31 10:57:33.941943,"(-242.0, 4.0, -3.0)","(-356.0, 785.0, 1155.0)","(-197.0, -24.0, -72.0)","(-264.0, 19.0, -137.0)"
888,2023-03-31 10:57:33.956915,"(-238.0, -10.0, 39.0)","(-315.0, 762.0, 1215.0)","(-191.0, -98.0, -74.0)","(-230.0, -6.0, -137.0)"
889,2023-03-31 10:57:33.971064,"(-226.0, 56.0, 38.0)","(-323.0, 768.0, 1214.0)","(-197.0, -19.0, -73.0)","(-304.0, -42.0, -127.0)"
890,2023-03-31 10:57:33.987914,"(-233.0, 43.0, 32.0)","(-307.0, 728.0, 1224.0)","(-236.0, -100.0, -28.0)","(-283.0, -63.0, -162.0)"
891,2023-03-31 10:57:34.006168,"(-249.0, 69.0, 60.0)","(-317.0, 746.0, 1174.0)","(-175.0, -148.0, -62.0)","(-273.0, -56.0, -170.0)"
892,2023-03-31 10:57:34.023458,"(-252.0, 113.0, 71.0)","(-314.0, 763.0, 1171.0)","(-188.0, -203.0, -36.0)","(-257.0, -124.0, -195.0)"
893,2023-03-31 10:57:34.044084,"(-210.0, 123.0, 41.0)","(-272.0, 790.0, 1185.0)","(-179.0, -165.0, 16.0)","(-293.0, -101.0, -168.0)"
894,2023-03-31 10:57:34.044245,"(-255.0, 178.0, 107.0)","(-253.0, 772.0, 1266.0)","(-182.0, -192.0, -14.0)","(-255.0, -201.0, -196.0)"
895,2023-03-31 10:57:34.064781,"(-238.0, 216.0, 102.0)","(-334.0, 779.0, 1249.0)","(-209.0, -255.0, 12.0)","(-298.0, -210.0, -217.0)"
896,2023-03-31 10:57:34.083479,"(-228.0, 213.0, 105.0)","(-273.0, 833.0, 1308.0)","(-241.0, -250.0, 18.0)","(-287.0, -236.0, -235.0)"
897,2023-03-31 10:57:34.101759,"(-284.0, 245.0, 84.0)","(-277.0, 815.0, 1282.0)","(-264.0, -259.0, -21.0)","(-278.0, -254.0, -218.0)"
898,2023-03-31 10:57:34.120082,"(-307.0, 253.0, 71.0)","(-278.0, 809.0, 1296.0)","(-211.0, -245.0, 98.0)","(-318.0, -302.0, -158.0)"
899,2023-03-31 10:57:34.137813,"(-240.0, 294.0, 70.0)","(-288.0, 892.0, 1256.0)","(-211.0, -260.0, 62.0)","(-303.0, -288.0, -165.0)"
900,2023-03-31 10:57:34.138028,"(-262.0, 342.0, 69.0)","(-269.0, 890.0, 1277.0)","(-194.0, -325.0, 100.0)","(-274.0, -352.0, -193.0)"
